,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,application_type,pub_rec_bankruptcies,emp_length_range
3195,1023542,1252591,1200,1200,1200, 36 months,14.27%,41.18,C,C2,Metro.Water Reclamation Dist. Chicago ,10+ years,MORTGAGE,90216,Not Verified,11/1/2011,Charged Off,n,,home_improvement,basement ceiling,604xx,IL,15.7,0,Feb-92,0,,,18,0,20294,92.20%,38,f,0,0,730.63,730.63,373.54,158.42,0,198.67,35.7606,13-Jan,41.18,13-May,INDIVIDUAL,0,10+ years
3204,1023275,1252098,35000,35000,34972.47891, 60 months,19.03%,908.5,E,E2,Yumband .INC,2 years,MORTGAGE,75000,Verified,11/1/2011,Charged Off,n,,debt_consolidation,Debt Consolidation Loan,352xx,AL,16.94,0,Apr-98,0,,,9,0,19986,84.70%,24,f,0,0,10974.1,10959.84,2933.26,6107.81,90.7709902,1842.26,18.03,12-Nov,910,13-Mar,INDIVIDUAL,0,0-10 years
3206,1023219,1252042,10000,10000,10000, 36 months,19.42%,368.69,E,E3,CVS CAREMARK,3 years,RENT,31000,Verified,11/1/2011,Charged Off,n,"  Borrower added on 11/12/11 > thanks<br> Borrower added on 11/13/11 > thank you to all the investor to help me to get my dream car, i have been waiting for a oportunity, i look around from different car dealers and they have the car i want but is much more expensive, the car i will buy is from a person that just had a baby and he need a family car ,   FORD MUSTANG 2009<br><br> Borrower added on 11/13/11 > I work at CVS CAREMARK, been there for 3 years, my credit score is 810 at expedian, 790 transunion, never been late on my payments, and i will keep building a good credit to buy my house in the near future. thanks<br><br><br> Borrower added on 11/13/11 > Thanks to all investor.<br><br> Borrower added on 11/14/11 > Thank you very much to all investors to allow me get my dream car at a decent price. GOD BLESS YOU ALL.<br>",major_purchase,dream car,028xx,RI,13.94,0,5-Sep,0,,,4,0,3441,98.30%,9,f,0,0,9737.07,9737.07,6308.26,2903.24,0,525.57,5.2557,14-Jan,368.69,14-May,INDIVIDUAL,0,0-10 years
3208,1023172,1251991,3500,3500,3500, 36 months,16.29%,123.56,D,D1,WiFiFee LLC.,3 years,MORTGAGE,50000,Not Verified,11/1/2011,Charged Off,n,  Borrower added on 11/12/11 > 2005 POLARIS SPORTSMAN 500 4X4 ATV PLOW <br>,major_purchase,ATV Loan,121xx,NY,0,1,2-Apr,0,10,,3,0,0,0%,16,f,0,0,4019,4019,3019.28,930.32,0,69.4,0.694000002,14-Aug,123.56,15-Jan,INDIVIDUAL,0,0-10 years
3209,1022961,1251977,24000,24000,23747.5039, 60 months,19.42%,628.14,E,E3,Northrop Grumman,5 years,RENT,62000,Source Verified,11/1/2011,Charged Off,n,  Borrower added on 11/15/11 > This loan for paying off my higher interest rate credit cards and loan that I own. I want to pay off all of them. I would not pay off in a fastest time if I make a minimum payments for all my credit cards. thanks<br>,debt_consolidation,Payoff,907xx,CA,18.46,0,Apr-99,0,60,,10,0,17065,88%,34,f,0,0,17538.82,17349.3,6947.68,8126.67,0,2464.47,24.6447,14-Jan,33.6,14-Apr,INDIVIDUAL,0,0-10 years
3219,1022829,1251638,20000,20000,19875, 60 months,11.71%,441.97,B,B3,Beth Israel Deaconess Medical Center,2 years,MORTGAGE,63239.8,Verified,11/1/2011,Charged Off,n,"  Borrower added on 11/13/11 > I have a very stable job at a hospital in Boston, MA.  I have a good credit score and history of debt repayment.  I will be paying off 4 debts which combined have a monthly payment of $870.<br>",debt_consolidation,consolidation,018xx,MA,22.22,0,Mar-98,0,,,9,0,10890,45.90%,26,f,0,0,8827.34,8772.11,4820.9,3118.18,0,888.26,8.39,13-May,441.97,13-Oct,INDIVIDUAL,0,0-10 years
3221,1022962,1251754,23000,23000,22500, 60 months,14.27%,538.4,C,C2,Holy Cross Regional Catholic School,4 years,RENT,73000,Verified,11/1/2011,Current,n,,debt_consolidation,No Credit Cards,239xx,VA,21.14,0,Sep-89,0,,,9,0,25249,93.90%,24,f,3615.7,3537.47,28499.83,27879.62,19384.3,9115.53,0,0,0,16-May,538.4,16-May,INDIVIDUAL,0,0-10 years
3223,1022731,1251722,30000,30000,29725, 60 months,11.71%,662.95,B,B3,Clear Channel Communication,1 year,MORTGAGE,115000,Verified,11/1/2011,Current,n,  Borrower added on 11/12/11 > This is a personal loan to pay off credit card debt<br> Borrower added on 11/16/11 > I'm ready to recieve the money!<br>,debt_consolidation,Personal Loan,787xx,TX,12.27,0,Oct-91,0,,,11,0,28068,40.80%,29,f,4480.13,4438.92,35111.51,34789.89,25519.88,9591.63,0,0,0,16-May,662.95,16-May,INDIVIDUAL,0,0-10 years
3228,1022696,1251487,12000,12000,11750, 60 months,8.90%,248.52,A,A5,JPM Chase,10+ years,MORTGAGE,60000,Source Verified,11/1/2011,Current,n,,credit_card,Refinance,402xx,KY,9.6,0,Feb-00,0,,,9,0,187,1.10%,31,f,1725.34,1690.01,13120.26,12846.06,10274.66,2845.6,0,0,0,16-May,248.52,16-May,INDIVIDUAL,0,10+ years
3230,942440,1163191,15000,15000,15000, 60 months,17.27%,374.97,D,D3,Houston Healthcare,10+ years,MORTGAGE,70000,Not Verified,11/1/2011,Current,n,,debt_consolidation,CC Payoff,310xx,GA,14.83,0,Dec-91,1,55,,11,0,14344,59.30%,30,f,2504.4,2504.4,19825.89,19825.89,12495.61,7330.28,0,0,0,16-May,374.97,16-May,INDIVIDUAL,0,10+ years
3237,1022601,1251382,4600,4600,4600, 60 months,17.27%,115,D,D3,Allied Auto Stores ,3 years,RENT,37000,Not Verified,11/1/2011,Current,n,"  Borrower added on 11/11/11 > Credit/Personal debt, Reminder to pay them all off as soon as possible<br> Borrower added on 11/13/11 > Reminder to pay off all credit card debt, personal debt, and pay off half of school loan<br><br>",debt_consolidation,Debt Consolidation Loan,951xx,CA,24.23,0,4-Nov,0,,,15,0,5939,52.60%,24,f,764.24,764.24,6086.36,6086.36,3835.76,2250.6,0,0,0,16-Apr,115,16-May,INDIVIDUAL,0,0-10 years
3239,1022452,1251246,14400,14400,14400, 60 months,15.27%,344.62,C,C4,Group Health Cooperative,2 years,MORTGAGE,60000,Not Verified,11/1/2011,Charged Off,n,"  Borrower added on 11/12/11 > I have been hard hit like everyone else, using up my savings and credit cards to stay afloat during 8 months of unemployment a few years back. I have never paid any one of my creditors late despite feeling the crunch of a smaller paycheck when I did land a job. I have been diligently paying my cards as much as I can over the minimum but one day I realized...I am going to be paying on these same old bills well past retirement.  And that event is now in the near future instead of the distance. With this loan I can pay off all loans and credit cards I have except my home, my car and two high balance but much lower interest credit accounts (which are closed to further charges intentionally). With the ability to pay all that off in five years, I can also apply more and more to the remaining debt until it too is paid off. I hope this plan makes sense to you - I don't want a hand out -- I just need a hand up. Thank you for reading and hopefully funding my loan.<br><br> Borrower added on 11/12/11 > I have been hard hit like everyone else, using up my savings and credit cards to stay afloat during 8 months of unemployment a few years back. I have never paid any one of my creditors late despite feeling the crunch of a smaller paycheck when I did land a job. I have been diligently paying my cards as much as I can over the minimum but one day I realized...I am going to be paying on these same old bills well into my golden years.<br><br>With this loan I can pay off all loans and credit cards I have except my home, my car and two high balance but much lower interest credit accounts (which are closed to further charges intentionally). With the ability to pay all that off in five years, I can also apply more and more to the remaining debt until it too is paid off. I hope this plan makes sense to you -- I just need a hand up to climb out of the hole. Thank you for reading and, hopefully, funding my loan.<br><br>",debt_consolidation,Ever Feel You are Running Out of Time?,980xx,WA,16.3,0,Mar-96,3,,,12,0,11860,59.60%,31,f,0,0,1720.66,1720.66,822.46,889.74,0,8.46,0,12-May,344.62,16-May,INDIVIDUAL,0,0-10 years
3240,1022594,1251375,3000,3000,3000, 60 months,15.27%,71.8,C,C4,taco bell,8 years,RENT,56004,Not Verified,11/1/2011,Current,n,,other,Other Loan,115xx,NY,4.5,0,6-Apr,2,34,,15,0,1680,19.30%,25,f,486.75,486.75,3788.93,3788.93,2513.25,1275.68,0,0,0,16-Apr,71.8,16-May,INDIVIDUAL,0,0-10 years
3242,1022563,1251342,12000,12000,12000, 60 months,18.25%,306.36,D,D5,Red Lobster,3 years,RENT,24000,Verified,11/1/2011,Charged Off,n,  Borrower added on 11/14/11 > I plan to use my loan to pay off my credit cards and get started with an apartment. I've always been on time with all my payments and my monthly budget allows me to pay off bills quicker. I've currently been at my job for three years. I am considered a valuable asset to the company and am looking forward to move up with them.<br>,other,Debt Consolidation,117xx,NY,7.45,0,7-Jan,1,,,4,0,5209,82.70%,5,f,0,0,10537.42,10537.42,4772.55,4724.61,0,1040.26,10.4026,14-Aug,306.36,14-Nov,INDIVIDUAL,0,0-10 years
3244,1018045,1246231,6000,6000,6000, 60 months,19.03%,155.75,E,E2,Sierra Hills Apartments,2 years,RENT,38400,Verified,11/1/2011,Current,n,  Borrower added on 11/12/11 > I would like to pay my truck off and consolidate my bills for a lower monthly payment. I have a very steady secure job. <br>,other,Wedding,936xx,CA,20.47,0,Jul-00,1,46,109,7,1,3347,83.70%,10,f,1037.61,1037.61,8225.59,8225.59,4962.4,3263.19,0,0,0,16-Apr,155.75,16-May,INDIVIDUAL,1,0-10 years
3248,1022317,1251094,12600,12600,12350, 60 months,7.90%,254.88,A,A4,Country View of Lakeville,6 years,MORTGAGE,48000,Not Verified,11/1/2011,Current,n,"  Borrower added on 11/15/11 > Home improvement loan for carpet, padding and vinyl replacement, painting of home, new blinds for windows, home interior trim replacement and repair.<br>",home_improvement,Projects and Upgrades,551xx,MN,6.4,0,Sep-90,0,,,7,0,9704,14.20%,16,f,1765.69,1731.07,13471.11,13203.27,10834.31,2636.8,0,0,0,16-Apr,254.88,16-May,INDIVIDUAL,0,0-10 years
3252,1020317,1249092,20000,20000,19725, 60 months,10.65%,431.37,B,B2,Westcode Inc,10+ years,MORTGAGE,52000,Verified,11/1/2011,Current,n,  Borrower added on 11/11/11 > credit card payoff<br>,debt_consolidation,2011 consol loan,194xx,PA,29.63,0,Aug-86,0,,,7,0,47930,57.50%,14,f,2943.45,2903.17,22819.41,22505.36,17056.55,5762.86,0,0,0,16-Apr,431.37,16-May,INDIVIDUAL,0,10+ years
3254,1019242,1247917,24000,24000,23472.12181, 60 months,14.27%,561.81,C,C2,Truland Electrical,10+ years,MORTGAGE,76320,Verified,11/1/2011,Charged Off,n,"  Borrower added on 11/16/11 > Looking to consolidate some of my charge cards and one line of credit into one easy payment a month. We invest in Lending Club as well, and really like the company.<br>",debt_consolidation,Debt Consolidation Loan,227xx,VA,22.28,0,Mar-96,0,,,4,0,16440,78.30%,11,f,0,0,27478.47,26870.69,18210.8,9267.67,0,0,0,15-Dec,561.81,16-May,INDIVIDUAL,0,10+ years
3255,1022134,1249057,2700,2700,2700, 36 months,11.71%,89.31,B,B3,,n/a,RENT,40800,Verified,11/1/2011,Charged Off,n,,debt_consolidation,debt consolidation loan,347xx,FL,22.24,0,3-Feb,3,,,5,0,2302,72.70%,6,f,0,0,1799.04,1799.04,1298.19,390.65,29.95689213,80.25,0.802500002,13-Jul,89.31,13-Nov,INDIVIDUAL,0,n/a
3258,1021444,1250201,35000,35000,34812.98452, 60 months,22.06%,967.86,F,F4,STANLEY BLACK AND DECKER,2 years,RENT,145000,Verified,11/1/2011,Current,n,  Borrower added on 11/11/11 > I plan to consolidate all my debt into this loan so i can have one payment per month which will save me 400 per month. <br>,debt_consolidation,Debt Consolidation Loan,015xx,MA,12.94,3,Jan-97,0,8,,24,0,11556,19.90%,61,f,6308.37,6276.75,51285.78,50995,28691.62,22594.16,0,0,0,16-May,967.86,16-May,INDIVIDUAL,0,0-10 years
3263,1022176,1250947,15000,15000,14725, 60 months,14.27%,351.13,C,C2,JMT,6 years,MORTGAGE,95000,Not Verified,11/1/2011,Current,n,  Borrower added on 11/14/11 > I plan on using this money to consolidate my debt.  My credit score is good and I always make my payments.  I own my own home and have a wonderful career in the engineering industry.  I have worked in this field for over 15 years.  This loan will allow me to make one monthly payment and focus on getting out of debt as soon as possible.<br><br>Thank You.<br>,debt_consolidation,Loan,152xx,PA,13.72,0,Feb-94,0,35,,8,0,7871,66.70%,14,f,2365.96,2322.86,18573.17,18232.19,12634.04,5939.13,0,0,0,16-Apr,351.13,16-May,INDIVIDUAL,0,0-10 years
3269,1020047,1248804,14400,14400,14400, 60 months,15.27%,344.62,C,C4,J. Ambrogi Food Distribution,8 years,MORTGAGE,50000,Not Verified,11/1/2011,Current,n,,debt_consolidation,Debt Consolidation Loan,191xx,PA,23.14,0,3-Jan,2,,,10,0,22906,62.20%,21,f,2330.42,2330.42,18199.25,18199.25,12069.58,6129.67,0,0,0,16-Apr,344.62,16-May,INDIVIDUAL,0,0-10 years
3270,1022002,1233357,35000,35000,33786.66547, 60 months,21.28%,952.39,F,F2,"NEI Contracting & Engineering, Inc.",10+ years,MORTGAGE,120000,Verified,11/1/2011,Current,n,  Borrower added on 11/01/11 > I plan on using the loan to pay off a credit card and construction loan for work done to my home.  I have been at my job for 18 years and have lived in my home for 14 years.  I am very stable with good credit.<br/>,debt_consolidation,Debt Consolidation Loan,919xx,CA,8.12,1,Oct-88,1,4,,5,0,47375,89.40%,20,f,6219.11,6183.55,50473.7,47588.04,28780.89,21692.81,0,0,0,16-Apr,952.39,16-May,INDIVIDUAL,0,10+ years
3283,1020342,1249518,14000,14000,13950, 36 months,9.91%,451.15,B,B1,Pratt & Whitney,10+ years,MORTGAGE,90000,Verified,11/1/2011,Charged Off,n,,debt_consolidation,Dept consolidation,064xx,CT,9.65,0,Sep-89,2,,,15,0,11831,29.30%,43,f,0,0,2299.69,2291.53,1647.42,652.27,0,0,0,12-May,452.2,16-Apr,INDIVIDUAL,0,10+ years
3285,1021434,1250191,20000,20000,20000, 60 months,19.42%,523.45,E,E3,,n/a,MORTGAGE,116000,Source Verified,11/1/2011,Current,n,  Borrower added on 11/11/11 > This is a loan request for an inground swimming pool. This has been a dream of mine for a long time. And I hope to make it come true.<br>,other,Other,368xx,AL,14.46,0,Apr-95,0,31,,6,0,9789,73.10%,25,f,3452.12,3452.12,27720.71,27720.71,16547.87,11172.84,0,0,0,16-May,523.45,16-Apr,INDIVIDUAL,0,n/a
3287,1010659,1237484,6000,6000,6000, 60 months,8.90%,124.26,A,A5,Bashful Giraffe,8 years,RENT,21624,Verified,11/1/2011,Charged Off,n,"  Borrower added on 11/11/11 > Can pay one month in advance. Loan to pay insurance deductible.<br> Borrower added on 11/13/11 > The funds are to be used for medical reason. I what to live a fullfilling life, to all I can. <br>",other,medical loan,245xx,VA,23.75,0,3-Jan,0,,,15,0,3539,21.30%,21,f,0,0,3299.03,3299.03,1882.18,828.22,0,588.63,5.653099997,13-Oct,124.26,14-Feb,INDIVIDUAL,0,0-10 years
3292,1021379,1250132,12800,12800,12800, 60 months,18.64%,329.51,E,E1,Oregon Health & Science University,7 years,RENT,47712,Verified,11/1/2011,Charged Off,n,"  Borrower added on 11/10/11 > This loan will first pay off an existing Lending Club loan and then eliminate two other credit cards, leaving about $5,000 to go to credit card freedom. <br>",debt_consolidation,Paying Off One Lending Club Loan ,970xx,OR,16.8,0,Apr-95,0,,,19,0,18267,65.10%,40,f,0,0,4940.98,4940.98,2180.53,2744.27,0,16.18,0,13-Feb,329.51,16-May,INDIVIDUAL,0,0-10 years
3293,1021172,1249967,14400,14400,14225, 60 months,17.27%,359.98,D,D3,City & County of Denver,4 years,RENT,34008,Verified,11/1/2011,Current,n,"  Borrower added on 11/10/11 > I would appreciate the help to consolidate monthly debt into a lower payment overall. I plan to use this loan to pay off all debt to save money. I have a solid job and pay all debts on time every month. I have an excellent payment history and work really hard to maintain these payments. The overall savings on a monthly basis would be $330.00 monthly. Thank you for the help, it will give my family hope.<br> Borrower added on 11/15/11 > Thank you to all the investors who are helping with the funding of this loan. This will be used solely for debt consolidation.<br>",debt_consolidation,PLEASE HELP-NEED HOPE,802xx,CO,11.75,1,Oct-96,1,12,,10,0,2830,28.30%,17,f,2076.98,2051.81,19394.91,19159.07,12323.03,7071.88,0,0,0,16-May,359.98,16-May,INDIVIDUAL,0,0-10 years
3297,1020990,1249791,5000,5000,5000, 36 months,9.91%,161.13,B,B1,,n/a,RENT,37516.8,Source Verified,11/1/2011,Charged Off,n,,debt_consolidation,lifesaver,956xx,CA,17.85,1,Oct-94,0,14,,5,0,12553,79.40%,14,f,0,0,586.98,586.98,240.46,81.52,0,265,47.7,12-Jan,161.13,12-Jun,INDIVIDUAL,0,n/a
3298,1020936,1249928,35000,35000,34788.19737, 60 months,22.74%,981.45,G,G1,MESA VISTA OF BOULDER,10+ years,MORTGAGE,120000,Verified,11/1/2011,Current,n,  Borrower added on 11/10/11 > Home improvment.  want to update bathroom and kitchen in our home.  We have lived in our home for 20 years.  I have worked at my job for 32 years.<br>,house,HOME IMPROVMENT,806xx,CO,24,0,Dec-95,0,59,,14,0,18199,71.40%,35,f,5522.58,5490.96,52983.99,52646.32,29477.43,23506.56,0,0,0,16-May,981.45,16-May,INDIVIDUAL,0,10+ years
3306,1005707,1232077,2000,2000,2000, 60 months,18.64%,51.49,E,E1,National Abortion Federation,< 1 year,RENT,42000,Source Verified,11/1/2011,Current,n,,debt_consolidation,Christmas,200xx,DC,7.89,0,7-Oct,1,,,7,0,5080,62.70%,9,f,295.05,295.05,2791.5,2791.5,1704.95,1071.58,14.97330056,0,0,16-May,51.49,16-May,INDIVIDUAL,0,0 years
3307,1018129,1246557,35000,35000,33951.84413, 60 months,20.89%,944.71,F,F1,553742017,10+ years,MORTGAGE,160000,Verified,11/1/2011,Current,n,  Borrower added on 11/10/11 > Consolidate all debt. On Job 27 years. Loan payment is less than 7%<br>of monthly income.<br>,debt_consolidation,Loan I,488xx,MI,12.11,0,Jun-99,1,,88,13,2,34165,91.40%,21,f,5355.36,5340,50974.92,48442.03,29644.65,21330.27,0,0,0,16-May,944.71,16-May,INDIVIDUAL,2,10+ years
3309,1020845,1249631,30750,30750,30750, 36 months,18.25%,1115.55,D,D5,Stand & Deliver Consulting Group,2 years,RENT,80000,Verified,11/1/2011,Charged Off,n,  Borrower added on 11/13/11 > The home improvement project we're planning for our primary residence is landscaping.  Our home is brand new (only 2yrs old) and so came with nothing more than dirt and a 3x3 pad of cement in the back.  We'd like put a backyard in and also replace the cheap-looking bark in the front with some rock and grass.<br>,home_improvement,Home Improv/Landscape,956xx,CA,23.16,0,Apr-99,3,39,,10,0,16233,83.70%,33,f,0,0,8716.7,8716.7,4741.5,3057.48,0,917.72,9.35,12-Jun,1115.55,12-Nov,INDIVIDUAL,0,0-10 years
3316,1018175,1246412,30000,30000,29700, 60 months,9.91%,636.09,B,B1,RCN Telecom,10+ years,MORTGAGE,72000,Verified,11/1/2011,Current,n,,house,1K Home improvement,113xx,NY,9.05,0,Jun-93,0,,,11,0,4094,5.80%,25,f,3709.43,3672.33,34346.97,34003.51,26290.57,8056.4,0,0,0,16-May,636.09,16-May,INDIVIDUAL,0,10+ years
3317,1020640,1249431,16950,16950,16650, 60 months,13.49%,389.93,C,C1,Midstate Advertising,3 years,MORTGAGE,37440,Verified,11/1/2011,Charged Off,n,"  Borrower added on 11/12/11 > I am paying off all of my credit cards with this loan, so that I can have one lower monthly payment.  <br>",debt_consolidation,Debt Consolidation,360xx,AL,20.8,0,Jul-97,2,,,8,0,5461,61.40%,26,f,0,0,10136.67,9956.61,5960.31,4176.36,0,0,0,14-Feb,37.44,16-May,INDIVIDUAL,0,0-10 years
3319,1020400,1249172,8000,8000,8000, 60 months,19.91%,211.56,E,E4,Wells Fargo,1 year,RENT,32712,Not Verified,11/1/2011,Charged Off,n,  Borrower added on 11/15/11 > This loan is intended to be used for consolidating debt that I currently pay on monthly. Some have high interest rates. This loan will essentially cut my monthly costs in half by paying these debts off.<br>,debt_consolidation,debt loan,973xx,OR,21.5,0,Jan-95,1,44,,8,0,5212,89.90%,18,f,0,0,9934.41,9934.41,5372.89,4546.52,15,0,0,16-Mar,111.56,16-May,INDIVIDUAL,0,0-10 years
